Title,Links,VideoLink,ScrapedData
Uniqlo Try-on Haul/Affordable Quiet Luxury looks/Petite Over 40 [Under 5 feet/below 150cm],"https://www.uniqlo.com/us/en/products/E456215-000/00?colorDisplayCode=30&sizeDisplayCode=001
https://www.uniqlo.com/us/en/products/E455756-000/00?colorDisplayCode=00&sizeDisplayCode=003
https://www.uniqlo.com/us/en/products/E454767-000/00?colorDisplayCode=01&sizeDisplayCode=004
https://www.uniqlo.com/us/en/products/E455749-000/00?colorDisplayCode=71&sizeDisplayCode=002
https://www.uniqlo.com/us/en/products/E458619-000/00?colorDisplayCode=69&sizeDisplayCode=002
https://www.uniqlo.com/us/en/products/E459580-000/00?colorDisplayCode=01&sizeDisplayCode=999",https://www.youtube.com/watch?v=c7B4_3NBP98,"{'item': 'Linen Blend Tucked Wide Pants', 'rayon': 43, 'linen': 34, 'polyester': 80, 'cotton': 20}
{'item': 'Ribbed Tank Top', 'cotton': 93, 'spandex': 7}
{'item': 'Light V-Neck Long-Sleeve Cardigan', 'tencel': 55, 'acetate': 45}
{'item': 'Premium Linen Long-Sleeve Shirt', 'linen': 100}
{'item': 'Linen Blend Belted Sleeveless Lapel Dress (JW Anderson)', 'rayon': 53, 'linen': 33, 'cotton': 14}
{'item': 'Hat (JW Anderson)', 'paper': 85, 'polyester': 100}
"
"Best Branded T-Shirts For Men 🔥 Zara, H&amp;M, Uniqlo, Lacoste T-Shirt Haul 2023 | ONE CHANCE","https://t.me/onechanceTG
https://ern.li/OP/d5ple53pmju
https://ern.li/OP/dkkle53moqw
https://www.amazon.in/shop/onechance",https://www.youtube.com/watch?v=_GwrEBFWMAE,
Spring Capsule Wardrobe | Uniqlo Try On Haul,"https://bit.ly/2S6cHZJ​​
https://bit.ly/3FJdzhV
https://bit.ly/3lAAzJ6
https://bit.ly/3lBzHnO
https://bit.ly/409cvfq
https://bit.ly/3FJeKhl
https://bit.ly/409kSHU
https://bit.ly/42uU6eJ
https://bit.ly/3z0iHL4
https://bit.ly/3ZdrTWN
http://www.epidemicsound.com/​​",https://www.youtube.com/watch?v=ieeQxByG_Vs,
Spring Capsule Wardrobe | Uniqlo Try On Haul,"https://bit.ly/2S6cHZJ​​
https://bit.ly/3FJdzhV
https://bit.ly/3lAAzJ6
https://bit.ly/3lBzHnO
https://bit.ly/409cvfq
https://bit.ly/3FJeKhl
https://bit.ly/409kSHU
https://bit.ly/42uU6eJ
https://bit.ly/3z0iHL4
https://bit.ly/3ZdrTWN
http://www.epidemicsound.com/​​",https://www.youtube.com/watch?v=ieeQxByG_Vs,
I ordered EVERY JEANS From UNIQLO - WORTH IT? | Jeans Haul &amp; Review | BeYourBest by San Kalra,"https://www.uniqlo.com/in/en/special-feature/jeans-men?utm_source=referral&utm_medium=influencer&utm_campaign=sanjeans22jan
https://www.uniqlo.com/in/en/products/E455476-000?colorCode=COL66&sizeCode=SMA003?utm_source=referral&utm_medium=influencer&utm_campaign=sanjeans22jan
https://www.uniqlo.com/in/en/products/E450244-000?colorCode=COL63&sizeCode=INS029?utm_source=referral&utm_medium=influencer&utm_campaign=sanjeans22jan
https://www.uniqlo.com/in/en/products/E450245-000?colorCode=COL63&sizeCode=INS029?utm_source=referral&utm_medium=influencer&utm_campaign=sanjeans22jan
https://www.uniqlo.com/in/en/products/E431840-000?colorCode=COL69&sizeCode=INS029?utm_source=referral&utm_medium=influencer&utm_campaign=sanjeans22jan
https://www.uniqlo.com/in/en/products/E441741-000?colorCode=COL66&sizeCode=INS029?utm_source=referral&utm_medium=influencer&utm_campaign=sanjeans22jan
https://www.Twitter.com/sankalra1
https://youtu.be/fJeIGhf4VbQ
https://youtu.be/lkpkQWjcXiY
https://youtu.be/zSM7GdgjmU4
https://youtu.be/ESeCrdNlmFA
https://youtu.be/mewSW8_zphE
https://youtu.be/I0fmmcHqepw
https://bit.ly/BYB-FashionBeYourBest",https://www.youtube.com/watch?v=QKhGbM_GkYo,
Uniqlo U Spring/Summer 2023 Styling Haul + Monthly Favourites,"https://www.studiodejore.com/products/heavyweight-oversized-cropped-zipped-hoodie
https://www.studiodejore.com/products/heavyweight-oversized-cropped-hoodie-2
https://www.studiodejore.com/products/heavyweight-oversized-cropped-sweatshirt-2
https://www.studiodejore.com/products/heavyweight-cuffed-sweatpants
https://rstyle.me/+CZM_fbUHWdR5PT9pvIqK8Q
https://rstyle.me/+MAdavWCUzekigB04gtAKaw
https://rstyle.me/+YUBbGyRPVIDH4LPaMeKdfw
https://www.studiodejore.com/products/heavyweight-oversized-cropped-zipped-hoodie
https://www.zara.com/uk/en/double-faced-100-wool-jacket-p08491511.html?v1=222766834
https://rstyle.me/+W8VN3a-5_q4CB3e_nnCHmw
https://rstyle.me/+94NM2woMB7ofvpDyZIlb1g
https://www.zara.com/uk/en/leather-loafers-p12625120.html?v1=249454701
https://www.articlegoods.com/collections/a-g-x-ss-collaboration/products/a-g-x-ss-no-3b-limited-edition",https://www.youtube.com/watch?v=9hktZEc3Vhs,"{'item': 'U Oversized Single Breasted Coat', 'cotton': 35, 'nylon': 30, 'polyester': 65}
{'item': 'U Short Jacket', 'cotton': 100, 'polyester': 65}
{'item': 'U Wide-Fit Parachute Pants', 'cotton': 35, 'polyester': 65}
"
HAUL UNIQLO | BASIQUES DE L&#39;ÉTÉ | GARDE ROBE CAPSULE ÉTÉ | Lauriane Villa,"https://rstyle.me/+51md265DrR49QYHm-bMRwg
https://rstyle.me/+QkSRu7jF3g6G0cWW6ViCWQ
https://rstyle.me/+ve0y1ljLBUXTY8Iuk9ltog
https://rstyle.me/+Xpvl4F5LgRRtaAJeuCzhaQ
https://rstyle.me/+ePTcG3sr4mv6d-5afV9MwQ
https://rstyle.me/+c-e-vpnIEiZlGRo0COik6g
https://rstyle.me/+FTRArWpfzixCwBLsrxmO5w
https://rstyle.me/+dpH59HWYcDIbAVlfvnjc9A
https://rstyle.me/+5KqQom0m0oS5expMNrMzzA
http://bit.ly/3NrM40L
https://rstyle.me/+H_Bc-Ud5HN2b9PFQNj9dJQ
https://www.zara.com/fr/fr/sandales-plates-en-cuir-a-brides-p13605210.html?v1=276036487&v2=2215112
https://rstyle.me/+7ihDyb-_BfZUA7-l3uTQoQ
https://rstyle.me/+zkNdhfhvFWguAGkvfFu-gA
https://rstyle.me/+Fdf1Z1yXa6lgo0lbZRL7BQ
https://bit.ly/3ZMppzY
https://rstyle.me/+YfsB3taorOi4I7TCTVZ5vg
https://rstyle.me/+ig2jFRuz4DhFexq4-FQEgg
https://rstyle.me/+lQAUF_8rMRTfJ15xmQEtEQ
https://rstyle.me/+SlDRCD21fFv2H9frElpYiQ
https://rstyle.me/+KoJfALOm4iw1yarhqXdB6Q",https://www.youtube.com/watch?v=xHTvaoAJyiw,
Uniqlo India Store Tour for You all Clothes &amp; Accessories | NewsTodayLive,"https://youtu.be/QNOlalZRg9w
https://bit.ly/35kGNke
https://www.newstodaylive.com
https://amzn.to/3xSD7Vk
https://amzn.to/3HOQxpX
https://amzn.to/3NmO2wb
https://amzn.to/3NmObQf
https://amzn.to/3OHFG36
https://www.newstodaylive.com",https://www.youtube.com/watch?v=Ci3SWcIvkGI,
₹1K vs ₹1.5K vs ₹2K WHITE T-SHIRT | Zara Vs UNIQLO T-shirts Haul/ Try On #fashion #zara #uniqlo,"https://www.zara.com/in/en/share/-p06224821.html?utm_campaign=productShare&utm_medium=mobile_sharing_iOS&utm_source=red_social_movil&v1=252665124
https://www.zara.com/in/en/share/-p01887440.html?utm_campaign=productShare&utm_medium=mobile_sharing_iOS&utm_source=red_social_movil&v1=225781431
https://www.zara.com/in/en/share/-p00962489.html?utm_campaign=productShare&utm_medium=mobile_sharing_iOS&utm_source=red_social_movil&v1=252660399
https://www.uniqlo.com/in/en/products/E455359-000?colorCode=COL00&sizeCode=SMA004
https://www.uniqlo.com/in/en/products/E462441-000?colorCode=COL00&sizeCode=SMA003",https://www.youtube.com/watch?v=KXQxPtKiWDs,
全てユニクロ。トータル1万円以下カラフル6コーデ #uniqlomarni #uniqlo #uniqlohaul,"https://bit.ly/3JidEf8
https://bit.ly/3DB70x9
https://bit.ly/3Hvoxco
https://bit.ly/3wu1et6
https://bit.ly/3R1IcUt
https://www.epidemicsound.com/",https://www.youtube.com/watch?v=ZlUPXzL6F2A,"{'item': 'ヒートテックシームレスリブタートルネックT（極暖・長袖）', 'アクリル': 41, 'ナイロン': 31, 'レーヨン': 27, 'ポリウレタン': 1}
{'item': 'コーデュロイワイドフィットタックパンツ（丈標準66～68cm）', '綿': 35, 'ポリウレタン': 1, 'ポリエステル': 65}
{'item': 'ポップコーンニットVネックベスト', 'アクリル': 40, 'ポリエステル': 30, 'ナイロン': 20, '毛': 10}
{'item': 'オーバーサイズダウンコート', 'ナイロン': 100, 'ダウン': 90, 'フェザー': 10, 'ポリエステル': 100}
{'item': 'オーバーサイズダウンベスト', 'ナイロン': 100, 'ダウン': 90, 'フェザー': 10}
"
₹1K vs ₹1.5K vs ₹2K WHITE T-SHIRT | Zara Vs UNIQLO T-shirts Haul/ Try On #fashion #zara #uniqlo,"https://www.zara.com/in/en/share/-p06224821.html?utm_campaign=productShare&utm_medium=mobile_sharing_iOS&utm_source=red_social_movil&v1=252665124
https://www.zara.com/in/en/share/-p01887440.html?utm_campaign=productShare&utm_medium=mobile_sharing_iOS&utm_source=red_social_movil&v1=225781431
https://www.zara.com/in/en/share/-p00962489.html?utm_campaign=productShare&utm_medium=mobile_sharing_iOS&utm_source=red_social_movil&v1=252660399
https://www.uniqlo.com/in/en/products/E455359-000?colorCode=COL00&sizeCode=SMA004
https://www.uniqlo.com/in/en/products/E462441-000?colorCode=COL00&sizeCode=SMA003",https://www.youtube.com/watch?v=KXQxPtKiWDs,
【UNIQLO】2023 早春新品＋U系列介紹｜換季簡約穿搭推薦｜UNIQLO HAUL,"https://www.uniqlo.com/tw/zh_TW/product-detail.html?productCode=u0000000015425
https://www.uniqlo.com/tw/zh_TW/product-detail.html?productCode=u0000000015738
https://www.uniqlo.com/tw/zh_TW/product-detail.html?productCode=u0000000014941
https://www.uniqlo.com/tw/zh_TW/product-detail.html?productCode=u0000000014994",https://www.youtube.com/watch?v=dMDULI2IHvk,
【UNIQLO】春のユニクロ購入品５アイテム | 着回し抜群のシャツから毎年購入している定番アイテムまで紹介【HAUL】162cm / 妊娠8ヶ月,"https://onl.tw/5ayvRaV
https://onl.tw/GMgs2Xm
https://onl.tw/xsQ6RAt
https://onl.tw/b4b6jFS
https://onl.tw/EWvbcXt",https://www.youtube.com/watch?v=URbpN0q3BDk,"{'item': 'コットンストライプシャツ（長袖）', '綿': 100}
{'item': 'コットンシャツ（長袖）', '綿': 100}
{'item': 'セレブレイティング ソフィア・コッポラ UT グラフィックTシャツ（半袖・リラックスフィット）', '綿': 100}
{'item': 'クルーネックT（半袖）'}
{'item': 'スマートアンクルマタニティパンツ', 'ポリエステル': 60, 'レーヨン': 29, 'ポリウレタン': 10, 'リサイクルポリエステル繊維を使用': 61, '綿': 53, 'ナイロン': 37, '複合繊維': 40}
"
【UNIQLO】2023 早春新品＋U系列介紹｜換季簡約穿搭推薦｜UNIQLO HAUL,"https://www.uniqlo.com/tw/zh_TW/product-detail.html?productCode=u0000000015425
https://www.uniqlo.com/tw/zh_TW/product-detail.html?productCode=u0000000015738
https://www.uniqlo.com/tw/zh_TW/product-detail.html?productCode=u0000000014941
https://www.uniqlo.com/tw/zh_TW/product-detail.html?productCode=u0000000014994",https://www.youtube.com/watch?v=dMDULI2IHvk,
【UNIQLO】春のユニクロ購入品５アイテム | 着回し抜群のシャツから毎年購入している定番アイテムまで紹介【HAUL】162cm / 妊娠8ヶ月,"https://onl.tw/5ayvRaV
https://onl.tw/GMgs2Xm
https://onl.tw/xsQ6RAt
https://onl.tw/b4b6jFS
https://onl.tw/EWvbcXt",https://www.youtube.com/watch?v=URbpN0q3BDk,"{'item': 'コットンストライプシャツ（長袖）', '綿': 100}
{'item': 'コットンシャツ（長袖）', '綿': 100}
{'item': 'セレブレイティング ソフィア・コッポラ UT グラフィックTシャツ（半袖・リラックスフィット）', '綿': 100}
{'item': 'クルーネックT（半袖）'}
{'item': 'スマートアンクルマタニティパンツ', 'ポリエステル': 60, 'レーヨン': 29, 'ポリウレタン': 10, 'リサイクルポリエステル繊維を使用': 61, '綿': 53, 'ナイロン': 37, '複合繊維': 40}
"
